WorkOrderID,Timestamp,ProductID,ProcessStep,MachineID,InputWeight_kg,GoodWeight_kg,ScrapWeight_kg,DurationHrs,EnergyConsumed_kWh,LossRateAssumed
WO-2024-M12-03519,2024-07-04,P-M12-EH-001,檢測與包裝,檢測-M1,2985.2,2970.27,14.93,9,179.15,0.005
WO-2024-M12-03520,2024-07-04,P-M12-EH-001,盤元進料/酸洗,盤元-M3,2532.8,2520.14,12.66,3.3,36.13,0.005
WO-2024-M12-03520,2024-07-04,P-M12-EH-001,抽線,抽線-M1,2520.14,2482.34,37.8,5.8,216.76,0.015
WO-2024-M12-03520,2024-07-04,P-M12-EH-001,成型,成型-M5,2482.34,2407.87,74.47,15.2,325.13,0.03
WO-2024-M12-03520,2024-07-04,P-M12-EH-001,檢測與包裝,檢測-M4,2407.87,2395.83,12.04,7.5,144.5,0.005
WO-2024-M10-03521,2024-07-04,P-M10-BN-002,盤元進料/酸洗,盤元-M4,267.7,266.36,1.34,0.3,4.22,0.005
WO-2024-M10-03521,2024-07-04,P-M10-BN-002,抽線,抽線-M5,266.36,262.36,4,0.9,25.35,0.015
WO-2024-M10-03521,2024-07-04,P-M10-BN-002,成型,成型-M3,262.36,254.49,7.87,0.8,38.02,0.03
WO-2024-M10-03521,2024-07-04,P-M10-BN-002,檢測與包裝,檢測-M2,254.49,253.22,1.27,0.7,16.9,0.005
WO-2024-CS-03522,2024-07-04,P-CS-BS-003,盤元進料/酸洗,盤元-M1,3737.6,3718.91,18.69,3.3,59.15,0.005
WO-2024-CS-03522,2024-07-04,P-CS-BS-003,抽線,抽線-M3,3718.91,3663.13,55.78,10.5,354.91,0.015
WO-2024-CS-03522,2024-07-04,P-CS-BS-003,成型,成型-M1,3663.13,3553.24,109.89,14.6,532.37,0.03
WO-2024-CS-03522,2024-07-04,P-CS-BS-003,檢測與包裝,檢測-M2,3553.24,3535.47,17.77,17.2,236.61,0.005
WO-2024-M12-03523,2024-07-04,P-M12-EH-001,盤元進料/酸洗,盤元-M4,2013.1,2003.03,10.07,0.8,28.71,0.005
WO-2024-M12-03523,2024-07-04,P-M12-EH-001,抽線,抽線-M1,2003.03,1972.98,30.05,3.6,172.28,0.015
WO-2024-M12-03523,2024-07-04,P-M12-EH-001,成型,成型-M2,1972.98,1913.79,59.19,9.6,258.41,0.03
WO-2024-M12-03523,2024-07-04,P-M12-EH-001,檢測與包裝,檢測-M3,1913.79,1904.22,9.57,2.8,114.85,0.005
WO-2024-CS-03524,2024-07-04,P-CS-BS-003,盤元進料/酸洗,盤元-M1,11170.1,11114.25,55.85,11.3,176.78,0.005
WO-2024-CS-03524,2024-07-04,P-CS-BS-003,抽線,抽線-M4,11114.25,10947.54,166.71,24.8,1060.67,0.015
WO-2024-CS-03524,2024-07-04,P-CS-BS-003,成型,成型-M3,10947.54,10619.11,328.43,43.6,1591.01,0.03
WO-2024-CS-03524,2024-07-04,P-CS-BS-003,檢測與包裝,檢測-M5,10619.11,10566.01,53.1,19.1,707.12,0.005
WO-2024-M12-03525,2024-07-04,P-M12-EH-001,盤元進料/酸洗,盤元-M5,3075.1,3059.72,15.38,1.5,43.86,0.005
WO-2024-M12-03525,2024-07-04,P-M12-EH-001,抽線,抽線-M4,3059.72,3013.82,45.9,11.1,263.16,0.015
WO-2024-M12-03525,2024-07-04,P-M12-EH-001,成型,成型-M3,3013.82,2923.41,90.41,19.7,394.74,0.03
WO-2024-M12-03525,2024-07-04,P-M12-EH-001,檢測與包裝,檢測-M5,2923.41,2908.79,14.62,6.1,175.44,0.005
WO-2024-M12-03526,2024-07-04,P-M12-EH-001,盤元進料/酸洗,盤元-M5,1681.2,1672.79,8.41,0.9,23.98,0.005
WO-2024-M12-03526,2024-07-04,P-M12-EH-001,抽線,抽線-M2,1672.79,1647.7,25.09,8.4,143.87,0.015
WO-2024-M12-03526,2024-07-04,P-M12-EH-001,成型,成型-M5,1647.7,1598.27,49.43,5.9,215.81,0.03
WO-2024-M12-03526,2024-07-04,P-M12-EH-001,檢測與包裝,檢測-M1,1598.27,1590.28,7.99,2.7,95.92,0.005
WO-2024-M10-03527,2024-07-04,P-M10-BN-002,盤元進料/酸洗,盤元-M3,611.6,608.54,3.06,0.2,9.65,0.005
WO-2024-M10-03527,2024-07-04,P-M10-BN-002,抽線,抽線-M2,608.54,599.41,9.13,2.8,57.91,0.015
WO-2024-M10-03527,2024-07-04,P-M10-BN-002,成型,成型-M3,599.41,581.43,17.98,2.3,86.86,0.03
WO-2024-M10-03527,2024-07-04,P-M10-BN-002,檢測與包裝,檢測-M5,581.43,578.52,2.91,1.9,38.61,0.005
WO-2024-M10-03528,2024-07-04,P-M10-BN-002,盤元進料/酸洗,盤元-M1,679.1,675.7,3.4,0.7,10.72,0.005
WO-2024-M10-03528,2024-07-04,P-M10-BN-002,抽線,抽線-M1,675.7,665.56,10.14,1.4,64.3,0.015
WO-2024-M10-03528,2024-07-04,P-M10-BN-002,成型,成型-M1,665.56,645.59,19.97,2.3,96.44,0.03
WO-2024-M10-03528,2024-07-04,P-M10-BN-002,檢測與包裝,檢測-M3,645.59,642.36,3.23,1.4,42.86,0.005
WO-2024-M12-03529,2024-07-04,P-M12-EH-001,盤元進料/酸洗,盤元-M5,946.2,941.47,4.73,0.4,13.5,0.005
WO-2024-M12-03529,2024-07-04,P-M12-EH-001,抽線,抽線-M2,941.47,927.35,14.12,3.7,80.97,0.015
WO-2024-M12-03529,2024-07-04,P-M12-EH-001,成型,成型-M2,927.35,899.53,27.82,2.7,121.46,0.03
WO-2024-M12-03529,2024-07-04,P-M12-EH-001,檢測與包裝,檢測-M1,899.53,895.03,4.5,1.7,53.98,0.005
WO-2024-CS-03530,2024-07-04,P-CS-BS-003,盤元進料/酸洗,盤元-M4,9569.3,9521.45,47.85,5.6,151.44,0.005
WO-2024-CS-03530,2024-07-04,P-CS-BS-003,抽線,抽線-M5,9521.45,9378.63,142.82,20.8,908.67,0.015
WO-2024-CS-03530,2024-07-04,P-CS-BS-003,成型,成型-M5,9378.63,9097.27,281.36,38.8,1363,0.03
WO-2024-CS-03530,2024-07-04,P-CS-BS-003,檢測與包裝,檢測-M2,9097.27,9051.78,45.49,13.8,605.78,0.005
WO-2024-M12-03531,2024-07-04,P-M12-EH-001,盤元進料/酸洗,盤元-M2,1657.2,1648.91,8.29,1.2,23.64,0.005
WO-2024-M12-03531,2024-07-04,P-M12-EH-001,抽線,抽線-M2,1648.91,1624.18,24.73,3.7,141.82,0.015
WO-2024-M12-03531,2024-07-04,P-M12-EH-001,成型,成型-M3,1624.18,1575.45,48.73,8.2,212.73,0.03
WO-2024-M12-03531,2024-07-04,P-M12-EH-001,檢測與包裝,檢測-M2,1575.45,1567.57,7.88,2.9,94.54,0.005
WO-2024-M12-03532,2024-07-05,P-M12-EH-001,盤元進料/酸洗,盤元-M3,3048.7,3033.46,15.24,1.3,43.48,0.005
WO-2024-M12-03532,2024-07-05,P-M12-EH-001,抽線,抽線-M1,3033.46,2987.96,45.5,11.3,260.9,0.015
WO-2024-M12-03532,2024-07-05,P-M12-EH-001,成型,成型-M5,2987.96,2898.32,89.64,9.1,391.36,0.03
WO-2024-M12-03532,2024-07-05,P-M12-EH-001,檢測與包裝,檢測-M2,2898.32,2883.83,14.49,3.8,173.94,0.005
WO-2024-CS-03533,2024-07-05,P-CS-BS-003,盤元進料/酸洗,盤元-M5,11333.2,11276.53,56.67,5.8,179.36,0.005
WO-2024-CS-03533,2024-07-05,P-CS-BS-003,抽線,抽線-M4,11276.53,11107.38,169.15,33.6,1076.16,0.015
WO-2024-CS-03533,2024-07-05,P-CS-BS-003,成型,成型-M3,11107.38,10774.16,333.22,48.8,1614.24,0.03
WO-2024-CS-03533,2024-07-05,P-CS-BS-003,檢測與包裝,檢測-M4,10774.16,10720.29,53.87,38.4,717.44,0.005
WO-2024-M12-03534,2024-07-05,P-M12-EH-001,盤元進料/酸洗,盤元-M2,1488.3,1480.86,7.44,0.9,21.23,0.005
WO-2024-M12-03534,2024-07-05,P-M12-EH-001,抽線,抽線-M5,1480.86,1458.65,22.21,4.1,127.36,0.015
WO-2024-M12-03534,2024-07-05,P-M12-EH-001,成型,成型-M1,1458.65,1414.89,43.76,5.1,191.05,0.03
WO-2024-M12-03534,2024-07-05,P-M12-EH-001,檢測與包裝,檢測-M2,1414.89,1407.82,7.07,2.2,84.91,0.005
WO-2024-CS-03535,2024-07-05,P-CS-BS-003,盤元進料/酸洗,盤元-M3,3131.9,3116.24,15.66,3.4,49.57,0.005
WO-2024-CS-03535,2024-07-05,P-CS-BS-003,抽線,抽線-M5,3116.24,3069.5,46.74,11.2,297.39,0.015
WO-2024-CS-03535,2024-07-05,P-CS-BS-003,成型,成型-M5,3069.5,2977.42,92.08,16.2,446.09,0.03
WO-2024-CS-03535,2024-07-05,P-CS-BS-003,檢測與包裝,檢測-M1,2977.42,2962.53,14.89,4.5,198.26,0.005
WO-2024-M10-03536,2024-07-05,P-M10-BN-002,盤元進料/酸洗,盤元-M2,490.2,487.75,2.45,0.2,7.74,0.005
WO-2024-M10-03536,2024-07-05,P-M10-BN-002,抽線,抽線-M4,487.75,480.43,7.32,1,46.42,0.015
WO-2024-M10-03536,2024-07-05,P-M10-BN-002,成型,成型-M5,480.43,466.02,14.41,4.6,69.62,0.03
WO-2024-M10-03536,2024-07-05,P-M10-BN-002,檢測與包裝,檢測-M1,466.02,463.69,2.33,2.8,30.94,0.005
WO-2024-CS-03537,2024-07-05,P-CS-BS-003,盤元進料/酸洗,盤元-M3,11172.1,11116.24,55.86,8.1,176.81,0.005
WO-2024-CS-03537,2024-07-05,P-CS-BS-003,抽線,抽線-M5,11116.24,10949.5,166.74,48,1060.86,0.015
WO-2024-CS-03537,2024-07-05,P-CS-BS-003,成型,成型-M3,10949.5,10621.01,328.49,68.6,1591.3,0.03
WO-2024-CS-03537,2024-07-05,P-CS-BS-003,檢測與包裝,檢測-M1,10621.01,10567.9,53.11,52,707.24,0.005
WO-2024-M12-03538,2024-07-05,P-M12-EH-001,盤元進料/酸洗,盤元-M4,2118.8,2108.21,10.59,1.1,30.22,0.005
WO-2024-M12-03538,2024-07-05,P-M12-EH-001,抽線,抽線-M4,2108.21,2076.59,31.62,6.6,181.33,0.015
WO-2024-M12-03538,2024-07-05,P-M12-EH-001,成型,成型-M4,2076.59,2014.29,62.3,14.8,271.99,0.03
WO-2024-M12-03538,2024-07-05,P-M12-EH-001,檢測與包裝,檢測-M4,2014.29,2004.22,10.07,5.9,120.88,0.005
WO-2024-CS-03539,2024-07-05,P-CS-BS-003,盤元進料/酸洗,盤元-M4,9013,8967.94,45.06,4.9,142.64,0.005
WO-2024-CS-03539,2024-07-05,P-CS-BS-003,抽線,抽線-M4,8967.94,8833.42,134.52,24.4,855.84,0.015
WO-2024-CS-03539,2024-07-05,P-CS-BS-003,成型,成型-M5,8833.42,8568.42,265,49.1,1283.76,0.03
WO-2024-CS-03539,2024-07-05,P-CS-BS-003,檢測與包裝,檢測-M5,8568.42,8525.58,42.84,12.8,570.56,0.005
WO-2024-M12-03540,2024-07-05,P-M12-EH-001,盤元進料/酸洗,盤元-M3,811.1,807.04,4.06,0.9,11.57,0.005
WO-2024-M12-03540,2024-07-05,P-M12-EH-001,抽線,抽線-M4,807.04,794.93,12.11,3,69.41,0.015
WO-2024-M12-03540,2024-07-05,P-M12-EH-001,成型,成型-M5,794.93,771.08,23.85,2.4,104.12,0.03
WO-2024-M12-03540,2024-07-05,P-M12-EH-001,檢測與包裝,檢測-M1,771.08,767.22,3.86,2.6,46.27,0.005
WO-2024-M12-03541,2024-07-05,P-M12-EH-001,盤元進料/酸洗,盤元-M4,3234.1,3217.93,16.17,1.5,46.13,0.005
WO-2024-M12-03541,2024-07-05,P-M12-EH-001,抽線,抽線-M4,3217.93,3169.66,48.27,6.1,276.77,0.015
WO-2024-M12-03541,2024-07-05,P-M12-EH-001,成型,成型-M3,3169.66,3074.57,95.09,28.1,415.15,0.03
WO-2024-M12-03541,2024-07-05,P-M12-EH-001,檢測與包裝,檢測-M2,3074.57,3059.2,15.37,4.4,184.51,0.005
WO-2024-M10-03542,2024-07-05,P-M10-BN-002,盤元進料/酸洗,盤元-M4,394.4,392.43,1.97,0.2,6.22,0.005
WO-2024-M10-03542,2024-07-05,P-M10-BN-002,抽線,抽線-M1,392.43,386.54,5.89,1.6,37.34,0.015
WO-2024-M10-03542,2024-07-05,P-M10-BN-002,成型,成型-M5,386.54,374.94,11.6,3.1,56.02,0.03
WO-2024-M10-03542,2024-07-05,P-M10-BN-002,檢測與包裝,檢測-M5,374.94,373.07,1.87,1.4,24.9,0.005
WO-2024-M10-03543,2024-07-05,P-M10-BN-002,盤元進料/酸洗,盤元-M1,758.7,754.91,3.79,0.4,11.97,0.005
WO-2024-M10-03543,2024-07-05,P-M10-BN-002,抽線,抽線-M1,754.91,743.59,11.32,3.2,71.84,0.015
WO-2024-M10-03543,2024-07-05,P-M10-BN-002,成型,成型-M4,743.59,721.28,22.31,2.2,107.75,0.03
WO-2024-M10-03543,2024-07-05,P-M10-BN-002,檢測與包裝,檢測-M1,721.28,717.67,3.61,2,47.89,0.005
WO-2024-M10-03544,2024-07-05,P-M10-BN-002,盤元進料/酸洗,盤元-M1,813.3,809.23,4.07,0.3,12.83,0.005
WO-2024-M10-03544,2024-07-05,P-M10-BN-002,抽線,抽線-M2,809.23,797.09,12.14,3.2,77.01,0.015
WO-2024-M10-03544,2024-07-05,P-M10-BN-002,成型,成型-M1,797.09,773.18,23.91,4.1,115.51,0.03
WO-2024-M10-03544,2024-07-05,P-M10-BN-002,檢測與包裝,檢測-M3,773.18,769.31,3.87,1.5,51.34,0.005
WO-2024-M12-03545,2024-07-05,P-M12-EH-001,盤元進料/酸洗,盤元-M2,1434.3,1427.13,7.17,0.8,20.46,0.005
WO-2024-M12-03545,2024-07-05,P-M12-EH-001,抽線,抽線-M2,1427.13,1405.72,21.41,2.7,122.74,0.015
WO-2024-M12-03545,2024-07-05,P-M12-EH-001,成型,成型-M3,1405.72,1363.55,42.17,4.2,184.11,0.03
WO-2024-M12-03545,2024-07-05,P-M12-EH-001,檢測與包裝,檢測-M4,1363.55,1356.73,6.82,2.1,81.83,0.005
WO-2024-M10-03546,2024-07-05,P-M10-BN-002,盤元進料/酸洗,盤元-M3,828.6,824.46,4.14,0.4,13.08,0.005
WO-2024-M10-03546,2024-07-05,P-M10-BN-002,抽線,抽線-M4,824.46,812.09,12.37,2.7,78.46,0.015
WO-2024-M10-03546,2024-07-05,P-M10-BN-002,成型,成型-M1,812.09,787.73,24.36,3,117.68,0.03
WO-2024-M10-03546,2024-07-05,P-M10-BN-002,檢測與包裝,檢測-M1,787.73,783.79,3.94,1.1,52.3,0.005
WO-2024-M10-03547,2024-07-05,P-M10-BN-002,盤元進料/酸洗,盤元-M3,831.5,827.34,4.16,0.3,13.12,0.005
WO-2024-M10-03547,2024-07-05,P-M10-BN-002,抽線,抽線-M2,827.34,814.93,12.41,1.8,78.73,0.015
WO-2024-M10-03547,2024-07-05,P-M10-BN-002,成型,成型-M4,814.93,790.48,24.45,3.4,118.09,0.03
WO-2024-M10-03547,2024-07-05,P-M10-BN-002,檢測與包裝,檢測-M1,790.48,786.53,3.95,1.4,52.48,0.005
WO-2024-M12-03548,2024-07-05,P-M12-EH-001,盤元進料/酸洗,盤元-M4,1409.8,1402.75,7.05,0.4,20.11,0.005
WO-2024-M12-03548,2024-07-05,P-M12-EH-001,抽線,抽線-M2,1402.75,1381.71,21.04,3.9,120.65,0.015
WO-2024-M12-03548,2024-07-05,P-M12-EH-001,成型,成型-M4,1381.71,1340.26,41.45,6.9,180.97,0.03
WO-2024-M12-03548,2024-07-05,P-M12-EH-001,檢測與包裝,檢測-M5,1340.26,1333.56,6.7,2.4,80.43,0.005
WO-2024-M12-03549,2024-07-05,P-M12-EH-001,盤元進料/酸洗,盤元-M2,2907,2892.46,14.54,1.8,41.46,0.005
WO-2024-M12-03549,2024-07-05,P-M12-EH-001,抽線,抽線-M1,2892.46,2849.07,43.39,5.5,248.77,0.015
WO-2024-M12-03549,2024-07-05,P-M12-EH-001,成型,成型-M1,2849.07,2763.6,85.47,7.8,373.16,0.03
WO-2024-M12-03549,2024-07-05,P-M12-EH-001,檢測與包裝,檢測-M2,2763.6,2749.78,13.82,6.6,165.85,0.005
WO-2024-CS-03550,2024-07-05,P-CS-BS-003,盤元進料/酸洗,盤元-M2,10672.9,10619.54,53.36,5.1,168.91,0.005
WO-2024-CS-03550,2024-07-05,P-CS-BS-003,抽線,抽線-M1,10619.54,10460.25,159.29,35.2,1013.46,0.015
WO-2024-CS-03550,2024-07-05,P-CS-BS-003,成型,成型-M4,10460.25,10146.44,313.81,49.7,1520.19,0.03
WO-2024-CS-03550,2024-07-05,P-CS-BS-003,檢測與包裝,檢測-M2,10146.44,10095.71,50.73,57.5,675.64,0.005
WO-2024-M10-03551,2024-07-05,P-M10-BN-002,盤元進料/酸洗,盤元-M4,586.2,583.27,2.93,0.2,9.25,0.005
WO-2024-M10-03551,2024-07-05,P-M10-BN-002,抽線,抽線-M2,583.27,574.52,8.75,1.3,55.5,0.015
WO-2024-M10-03551,2024-07-05,P-M10-BN-002,成型,成型-M5,574.52,557.28,17.24,5.8,83.25,0.03
WO-2024-M10-03551,2024-07-05,P-M10-BN-002,檢測與包裝,檢測-M2,557.28,554.49,2.79,1.4,37,0.005
WO-2024-M10-03552,2024-07-05,P-M10-BN-002,盤元進料/酸洗,盤元-M5,771.7,767.84,3.86,0.3,12.18,0.005
WO-2024-M10-03552,2024-07-05,P-M10-BN-002,抽線,抽線-M4,767.84,756.32,11.52,2.5,73.06,0.015
WO-2024-M10-03552,2024-07-05,P-M10-BN-002,成型,成型-M4,756.32,733.63,22.69,5,109.59,0.03
WO-2024-M10-03552,2024-07-05,P-M10-BN-002,檢測與包裝,檢測-M4,733.63,729.96,3.67,2.2,48.71,0.005
WO-2024-M10-03553,2024-07-05,P-M10-BN-002,盤元進料/酸洗,盤元-M1,285.2,283.77,1.43,0.3,4.5,0.005
WO-2024-M10-03553,2024-07-05,P-M10-BN-002,抽線,抽線-M5,283.77,279.51,4.26,0.6,27.01,0.015
WO-2024-M10-03553,2024-07-05,P-M10-BN-002,成型,成型-M5,279.51,271.12,8.39,1.1,40.51,0.03
WO-2024-M10-03553,2024-07-05,P-M10-BN-002,檢測與包裝,檢測-M5,271.12,269.76,1.36,0.6,18,0.005
WO-2024-M10-03554,2024-07-05,P-M10-BN-002,盤元進料/酸洗,盤元-M1,201.9,200.89,1.01,0.1,3.19,0.005
WO-2024-M10-03554,2024-07-05,P-M10-BN-002,抽線,抽線-M3,200.89,197.88,3.01,0.4,19.11,0.015
WO-2024-M10-03554,2024-07-05,P-M10-BN-002,成型,成型-M1,197.88,191.94,5.94,1.1,28.67,0.03
WO-2024-M10-03554,2024-07-05,P-M10-BN-002,檢測與包裝,檢測-M5,191.94,190.98,0.96,0.7,12.74,0.005
WO-2024-M12-03555,2024-07-06,P-M12-EH-001,盤元進料/酸洗,盤元-M2,3078.1,3062.71,15.39,1.3,43.9,0.005
WO-2024-M12-03555,2024-07-06,P-M12-EH-001,抽線,抽線-M2,3062.71,3016.77,45.94,10.1,263.41,0.015
WO-2024-M12-03555,2024-07-06,P-M12-EH-001,成型,成型-M5,3016.77,2926.27,90.5,16.2,395.12,0.03
WO-2024-M12-03555,2024-07-06,P-M12-EH-001,檢測與包裝,檢測-M4,2926.27,2911.64,14.63,6.5,175.61,0.005
WO-2024-CS-03556,2024-07-06,P-CS-BS-003,盤元進料/酸洗,盤元-M5,10251.3,10200.04,51.26,10.6,162.24,0.005
WO-2024-CS-03556,2024-07-06,P-CS-BS-003,抽線,抽線-M4,10200.04,10047.04,153,26.2,973.43,0.015
WO-2024-CS-03556,2024-07-06,P-CS-BS-003,成型,成型-M1,10047.04,9745.63,301.41,32.3,1460.15,0.03
WO-2024-CS-03556,2024-07-06,P-CS-BS-003,檢測與包裝,檢測-M3,9745.63,9696.9,48.73,20.2,648.95,0.005
WO-2024-M12-03557,2024-07-06,P-M12-EH-001,盤元進料/酸洗,盤元-M3,3305.6,3289.07,16.53,4.1,47.15,0.005
WO-2024-M12-03557,2024-07-06,P-M12-EH-001,抽線,抽線-M4,3289.07,3239.73,49.34,9.4,282.89,0.015
WO-2024-M12-03557,2024-07-06,P-M12-EH-001,成型,成型-M5,3239.73,3142.54,97.19,11.6,424.33,0.03
WO-2024-M12-03557,2024-07-06,P-M12-EH-001,檢測與包裝,檢測-M5,3142.54,3126.83,15.71,14.6,188.59,0.005
WO-2024-M10-03558,2024-07-06,P-M10-BN-002,盤元進料/酸洗,盤元-M5,522.3,519.69,2.61,0.5,8.24,0.005
WO-2024-M10-03558,2024-07-06,P-M10-BN-002,抽線,抽線-M1,519.69,511.89,7.8,1.1,49.45,0.015
WO-2024-M10-03558,2024-07-06,P-M10-BN-002,成型,成型-M1,511.89,496.53,15.36,1.8,74.18,0.03
WO-2024-M10-03558,2024-07-06,P-M10-BN-002,檢測與包裝,檢測-M1,496.53,494.05,2.48,1,32.97,0.005
WO-2024-CS-03559,2024-07-06,P-CS-BS-003,盤元進料/酸洗,盤元-M2,13414.9,13347.83,67.07,6.4,212.31,0.005
WO-2024-CS-03559,2024-07-06,P-CS-BS-003,抽線,抽線-M5,13347.83,13147.61,200.22,30.5,1273.83,0.015
WO-2024-CS-03559,2024-07-06,P-CS-BS-003,成型,成型-M2,13147.61,12753.18,394.43,45.3,1910.75,0.03
WO-2024-CS-03559,2024-07-06,P-CS-BS-003,檢測與包裝,檢測-M3,12753.18,12689.41,63.77,50.6,849.22,0.005
WO-2024-CS-03560,2024-07-06,P-CS-BS-003,盤元進料/酸洗,盤元-M5,9798.4,9749.41,48.99,3.1,155.07,0.005
WO-2024-CS-03560,2024-07-06,P-CS-BS-003,抽線,抽線-M1,9749.41,9603.17,146.24,71.2,930.42,0.015
WO-2024-CS-03560,2024-07-06,P-CS-BS-003,成型,成型-M1,9603.17,9315.07,288.1,31,1395.63,0.03
WO-2024-CS-03560,2024-07-06,P-CS-BS-003,檢測與包裝,檢測-M5,9315.07,9268.49,46.58,31.8,620.28,0.005
WO-2024-M10-03561,2024-07-06,P-M10-BN-002,盤元進料/酸洗,盤元-M5,699.7,696.2,3.5,0.2,11.04,0.005
WO-2024-M10-03561,2024-07-06,P-M10-BN-002,抽線,抽線-M3,696.2,685.76,10.44,2.7,66.24,0.015
WO-2024-M10-03561,2024-07-06,P-M10-BN-002,成型,成型-M3,685.76,665.19,20.57,2.8,99.37,0.03
WO-2024-M10-03561,2024-07-06,P-M10-BN-002,檢測與包裝,檢測-M1,665.19,661.86,3.33,3.3,44.16,0.005
WO-2024-CS-03562,2024-07-06,P-CS-BS-003,盤元進料/酸洗,盤元-M2,7471,7433.64,37.36,3.6,118.24,0.005
WO-2024-CS-03562,2024-07-06,P-CS-BS-003,抽線,抽線-M3,7433.64,7322.14,111.5,14.8,709.42,0.015
WO-2024-CS-03562,2024-07-06,P-CS-BS-003,成型,成型-M1,7322.14,7102.48,219.66,35.2,1064.13,0.03
WO-2024-CS-03562,2024-07-06,P-CS-BS-003,檢測與包裝,檢測-M4,7102.48,7066.97,35.51,15,472.95,0.005
WO-2024-CS-03563,2024-07-06,P-CS-BS-003,盤元進料/酸洗,盤元-M5,6050.4,6020.15,30.25,5,95.75,0.005
WO-2024-CS-03563,2024-07-06,P-CS-BS-003,抽線,抽線-M2,6020.15,5929.85,90.3,24.8,574.53,0.015
WO-2024-CS-03563,2024-07-06,P-CS-BS-003,成型,成型-M2,5929.85,5751.95,177.9,22.4,861.79,0.03
WO-2024-CS-03563,2024-07-06,P-CS-BS-003,檢測與包裝,檢測-M2,5751.95,5723.19,28.76,18.3,383.02,0.005
WO-2024-M10-03564,2024-07-06,P-M10-BN-002,盤元進料/酸洗,盤元-M5,329.5,327.85,1.65,0.1,5.2,0.005
WO-2024-M10-03564,2024-07-06,P-M10-BN-002,抽線,抽線-M3,327.85,322.93,4.92,1.8,31.2,0.015
WO-2024-M10-03564,2024-07-06,P-M10-BN-002,成型,成型-M3,322.93,313.24,9.69,1.6,46.79,0.03
WO-2024-M10-03564,2024-07-06,P-M10-BN-002,檢測與包裝,檢測-M2,313.24,311.67,1.57,0.8,20.8,0.005
WO-2024-CS-03565,2024-07-06,P-CS-BS-003,盤元進料/酸洗,盤元-M1,11228.6,11172.46,56.14,4.1,177.71,0.005
WO-2024-CS-03565,2024-07-06,P-CS-BS-003,抽線,抽線-M4,11172.46,11004.87,167.59,28.7,1066.23,0.015
WO-2024-CS-03565,2024-07-06,P-CS-BS-003,成型,成型-M5,11004.87,10674.72,330.15,63.7,1599.35,0.03
WO-2024-CS-03565,2024-07-06,P-CS-BS-003,檢測與包裝,檢測-M2,10674.72,10621.35,53.37,17.8,710.82,0.005
WO-2024-CS-03566,2024-07-07,P-CS-BS-003,盤元進料/酸洗,盤元-M3,12849.4,12785.15,64.25,8.2,203.36,0.005
WO-2024-CS-03566,2024-07-07,P-CS-BS-003,抽線,抽線-M3,12785.15,12593.37,191.78,28.5,1220.14,0.015
WO-2024-CS-03566,2024-07-07,P-CS-BS-003,成型,成型-M3,12593.37,12215.57,377.8,92.1,1830.21,0.03
WO-2024-CS-03566,2024-07-07,P-CS-BS-003,檢測與包裝,檢測-M4,12215.57,12154.49,61.08,31.9,813.42,0.005
WO-2024-M12-03567,2024-07-07,P-M12-EH-001,盤元進料/酸洗,盤元-M4,1153.9,1148.13,5.77,0.4,16.46,0.005
WO-2024-M12-03567,2024-07-07,P-M12-EH-001,抽線,抽線-M2,1148.13,1130.91,17.22,6.7,98.75,0.015
WO-2024-M12-03567,2024-07-07,P-M12-EH-001,成型,成型-M4,1130.91,1096.98,33.93,3.1,148.12,0.03
WO-2024-M12-03567,2024-07-07,P-M12-EH-001,檢測與包裝,檢測-M5,1096.98,1091.5,5.48,1.8,65.83,0.005
WO-2024-M12-03568,2024-07-07,P-M12-EH-001,盤元進料/酸洗,盤元-M1,2844.3,2830.08,14.22,2.1,40.57,0.005
WO-2024-M12-03568,2024-07-07,P-M12-EH-001,抽線,抽線-M1,2830.08,2787.63,42.45,9.6,243.41,0.015
WO-2024-M12-03568,2024-07-07,P-M12-EH-001,成型,成型-M2,2787.63,2704,83.63,9.7,365.11,0.03
WO-2024-M12-03568,2024-07-07,P-M12-EH-001,檢測與包裝,檢測-M4,2704,2690.48,13.52,14.9,162.27,0.005
WO-2024-M10-03569,2024-07-07,P-M10-BN-002,盤元進料/酸洗,盤元-M1,597.3,594.31,2.99,0.8,9.42,0.005
WO-2024-M10-03569,2024-07-07,P-M10-BN-002,抽線,抽線-M2,594.31,585.4,8.91,3.1,56.55,0.015
WO-2024-M10-03569,2024-07-07,P-M10-BN-002,成型,成型-M1,585.4,567.84,17.56,1.8,84.82,0.03
WO-2024-M10-03569,2024-07-07,P-M10-BN-002,檢測與包裝,檢測-M1,567.84,565,2.84,2.5,37.7,0.005
WO-2024-CS-03570,2024-07-07,P-CS-BS-003,盤元進料/酸洗,盤元-M4,12253.7,12192.43,61.27,9.5,193.93,0.005
WO-2024-CS-03570,2024-07-07,P-CS-BS-003,抽線,抽線-M2,12192.43,12009.54,182.89,51.7,1163.57,0.015
WO-2024-CS-03570,2024-07-07,P-CS-BS-003,成型,成型-M2,12009.54,11649.25,360.29,44.8,1745.35,0.03
WO-2024-CS-03570,2024-07-07,P-CS-BS-003,檢測與包裝,檢測-M4,11649.25,11591,58.25,59.4,775.71,0.005
WO-2024-M12-03571,2024-07-07,P-M12-EH-001,盤元進料/酸洗,盤元-M2,3170.3,3154.45,15.85,0.9,45.22,0.005
